"PREC"	"EVAP"	"XAJ_test.Qsim...runif.1..0.8..1.2."
0.669	4.268	2.017
0.446	3.856	1.627
12.274	3.311	2.524
1.751	3.836	3.303
2.558	3.602	3.359
3.296	3.79	2.898
8.515	3.579	3.171
0.532	3.47	3.264
3.159	3.684	2.932
0.189	3.983	2.452
0.858	4.186	1.94
4.858	4.249	1.698
10.128	3.623	2.589
1.133	4.408	3.188
7.708	3.446	3.69
3.656	3.964	3.635
8.137	3.99	3.962
2.232	4.179	3.882
2.3	3.272	3.429
1.442	3.708	2.811
0.652	3.833	2.245
1.116	3.926	1.787
1.116	3.62	1.484
6.746	3.696	1.74
2.798	3.351	2.031
1.219	4.676	2.088
5.081	4.437	2
1.614	4.081	1.932
1.579	3.199	1.765
1.957	3.835	1.53
5.116	3.573	1.576
0.343	3.849	1.648
0.446	3.626	1.485
3.777	2.664	1.36
7.605	4.701	1.749
0.36	4.381	2.082
2.043	4.284	1.964
0.79	3.542	1.644
1.545	4.07	1.333
2.421	3.798	1.152
4.12	3.715	1.205
5.493	4.114	1.532
4.429	2.915	1.96
2.575	4.112	2.061
1.528	3.305	1.884
13.836	2.087	2.876
5.373	3.235	4.105
5.15	3.789	4.598
2.644	3.507	4.155
0.206	3.397	3.356
2.609	3.584	2.525
9.751	4.012	2.802
0.052	4.307	3.072
5.837	4.003	3.138
3.124	4.302	2.922
3.399	3.015	2.722
0.944	3.748	2.407
1.253	3.631	1.995
0.24	4.154	1.609
1.03	3.173	1.289
1.03	3.792	1.095
3.502	2.693	1.121
0.635	3.354	1.204
7.038	3.224	1.604
1.391	3.608	1.885
1.202	3.553	1.845
1.391	3.625	1.564
2.867	4.057	1.323
1.305	3.155	1.234
1.579	3.329	1.143
0.12	3.38	1.023
1.425	3.593	0.86
4.704	2.958	0.986
1.974	2.889	1.19
0.584	3.557	1.239
2.489	2.342	1.123
0.172	2.989	1.013
0.343	2.899	0.848
2.867	2.952	0.722
1.219	2.748	0.762
4.172	3.737	0.886
0.498	3.883	1.018
0.412	3.286	0.947
3.502	3.671	0.807
0.275	2.751	0.818
8.171	2.491	1.314
0.91	3.346	1.708
0.292	3.434	1.679
0.052	3.752	1.303
0.309	2.945	0.92
0.12	2.789	0.667
1.219	2.944	0.535
2.266	2.518	0.544
2.884	2.597	0.708
6.987	3.031	1.254
3.21	2.55	1.768
0.412	2.051	1.837
0.772	2.554	1.504
0.189	2.688	1.107
1.545	2.745	0.816
4.772	2.701	0.923
0	2.442	1.098
3.588	2.219	1.189
0.378	2.406	1.165
3.811	2.718	1.156
0.017	3.187	1.136
0.052	3.041	0.967
0.017	2.098	0.717
0.258	2.853	0.52
0.91	2.284	0.421
3.966	2.241	0.594
0.103	2.404	0.799
4.292	2.227	1.006
3.966	1.982	1.33
0.395	2.45	1.454
0.137	2.313	1.261
0.137	2.708	0.931
0.395	2.514	0.664
0.772	2.413	0.518
0.481	1.963	0.467
0.24	1.766	0.434
1.614	1.953	0.407
4.446	1.744	0.693
0.189	2.141	0.936
0.738	2.334	0.914
2.283	2.291	0.787
1.562	1.995	0.75
0.052	1.964	0.719
0.618	1.724	0.592
0	1.877	0.463
2.06	1.94	0.399
0.893	1.473	0.447
11.605	1.478	1.354
6.558	1.432	2.774
2.558	1.681	3.478
2.764	1.188	3.359
1.579	1.587	2.785
8.738	1.883	2.994
4.189	1.783	3.53
3.983	2.5	3.763
0.584	1.615	3.389
0.378	1.311	2.705
1.064	2.017	2.039
0.137	2.109	1.581
0.446	1.717	1.258
0.12	1.671	1.034
0.137	1.808	0.866
0	1.437	0.736
0	1.734	0.631
0	2.003	0.548
0.498	1.526	0.492
5.27	1.881	0.898
0	2.128	1.221
0	1.603	1.213
0	1.765	0.97
0	1.906	0.732
0	1.729	0.568
0	1.445	0.468
0.034	1.739	0.406
0	1.804	0.365
0	1.675	0.334
0	1.872	0.307
0	1.181	0.284
0.034	1.044	0.266
0	1.385	0.251
0.635	1.556	0.247
1.768	1.47	0.33
0.343	1.698	0.438
0.429	1.348	0.457
0.069	1.048	0.408
2.541	1.506	0.46
0.172	1.5	0.549
1.425	1.132	0.588
0.12	1.4	0.566
0.481	1.42	0.489
0.772	1.192	0.417
1.03	1.864	0.395
0.223	1.566	0.4
3.365	1.411	0.567
1.322	1.03	0.769
0	1.214	0.807
0	1.251	0.66
0.069	1.082	0.475
0.412	1.13	0.348
0.258	1.325	0.295
0.206	1.281	0.271
0	0.981	0.246
1.15	1.111	0.237
0	1.439	0.271
0	1.446	0.26
0.309	1.3	0.215
0.069	1.028	0.189
0.103	1.635	0.168
0.154	0.987	0.152
0.086	1.392	0.142
0.069	1.38	0.132
0.086	1.138	0.122
0	1.124	0.112
0.034	1.832	0.101
0.034	0.586	0.092
0	1.209	0.085
0	1.366	0.078
0.841	1.152	0.085
0.052	1.042	0.132
0.481	1.652	0.15
0.979	1.268	0.169
0.515	1.301	0.214
1.906	1.08	0.317
0.807	0.758	0.416
0.137	1.547	0.427
0.395	1.898	0.35
0.258	1.501	0.27
0.446	1.006	0.217
0.103	1.339	0.191
1.682	1.606	0.198
4.24	1.597	0.515
0.618	0.861	0.783
0.034	0.935	0.79
0.086	1.435	0.595
0.395	1.367	0.401
0.086	0.908	0.289
0	1.147	0.219
1.219	1.198	0.192
1.991	1.243	0.313
0.034	1.282	0.425
0.412	1.371	0.404
0.669	0.793	0.331
0.412	0.975	0.288
0.034	1.674	0.251
0.034	1.234	0.195
0.086	1.401	0.143
0	1.551	0.109
0.034	2.399	0.087
0.017	1.296	0.073
0	1.956	0.063
0	1.829	0.056
0	1.475	0.05
0.034	2.016	0.046
0.034	1.981	0.045
0.017	1.841	0.045
0	2.154	0.043
0	1.778	0.04
0.017	1.401	0.036
0.721	1.159	0.046
0	1.457	0.087
1.236	1.585	0.114
0.017	1.666	0.167
0	2.231	0.163
0.669	1.853	0.126
0.24	1.913	0.126
4.498	1.433	0.376
1.579	1.555	0.687
1.751	1.366	0.854
0.052	1.821	0.802
1.596	1.333	0.656
1.717	1.725	0.579
1.391	2.343	0.575
1.648	2.017	0.575
3.313	1.368	0.724
3.09	1.81	0.959
3.021	1.55	1.196
5.442	1.497	1.581
0.154	1.725	1.698
0.189	2.019	1.445
0.12	2.319	1.032
0.343	2.129	0.7
0	1.816	0.501
0	2.344	0.375
0	2.086	0.289
1.185	2.276	0.25
2.129	2.185	0.323
0.017	2.294	0.44
0	1.892	0.417
0.017	2.516	0.31
0.172	1.641	0.217
0.378	2.183	0.173
0.189	2.589	0.167
0.412	2.4	0.167
0.36	2.439	0.174
2.249	2.636	0.21
0.189	1.224	0.322
0.567	2.291	0.338
0.103	2.473	0.29
3.107	2.604	0.302
1.356	2.687	0.441
1.202	1.956	0.531
0	3.438	0.505
0.154	2.827	0.379
0.069	2.934	0.251
0	3.569	0.163
0.052	2.844	0.109
1.906	2.306	0.111
7.141	2.689	0.546
10.06	2.423	1.657
2.369	3.285	2.42
1.356	2.6	2.394
0.429	3.036	1.853
0.12	2.264	1.263
2.558	2.132	0.89
0.017	3.021	0.758
0.189	2.893	0.628
2.729	3.5	0.517
0	3.348	0.552
0.017	3.505	0.5
7.433	2.527	0.728
3.571	2.524	1.244
2.764	2.829	1.534
6.764	3.466	1.765
0.446	3.449	1.833
0.017	3.482	1.553
0.652	2.519	1.095
4.858	2.772	0.936
3.348	2.381	1.129
3.124	2.515	1.339
5.081	2.354	1.575
4.12	3.435	1.761
1.081	2.751	1.741
3.107	3.059	1.514
4.069	2.191	1.466
2.764	2.964	1.468
0.258	2.529	1.37
0.378	2.906	1.083
6.008	3.067	1.043
0.652	2.809	1.182
3.605	2.897	1.242
0.446	3.511	1.191
2.764	2.547	1.057
3.416	2.722	1.049
0.464	3.66	1.067
1.631	2.777	0.942
3.004	2.51	0.865
16.549	2.503	1.931
2.06	3.898	3.099
0.206	3.528	3.205
0.395	3.835	2.422
0.258	3.653	1.606
3.519	3.055	1.147
6.42	2.371	1.372
6.42	3.193	1.986
4.807	3.34	2.477
4.738	3.28	2.664
0.824	3.378	2.457
0.034	3.758	1.956
0.91	3.864	1.399
4.051	3.523	1.126
3.056	3.924	1.158
0.069	3.976	1.21
10.386	3.599	1.576
1.923	3.793	2.009
0.069	3.73	2.012
4.154	3.556	1.668
0.069	4.422	1.418
0.669	4.101	1.138
2.558	3.646	0.903
0.515	3.807	0.838
2.163	3.851	0.776
1.322	3.451	0.762
6.558	3.732	0.961
2.523	3.939	1.256
8.188	3.23	1.711
4.36	3.872	2.104
7.485	3.396	2.493
4.24	3.048	2.703
1.974	3.42	2.518
1.081	3.524	2.056
1.494	3.609	1.551
7.777	3.729	1.546
1.219	3.771	1.736
5.991	3.198	1.933
9.991	2.734	2.604
5.476	3.223	3.333
1.631	3.671	3.356
0.258	4.068	2.766
4.515	4.911	2.064
0.446	3.874	1.713
0.601	3.648	1.404
7.931	3.421	1.524
1.7	3.079	1.789
0.034	3.867	1.769
0.996	4.599	1.413
5.631	4.14	1.261
5.373	3.21	1.576
7.279	3.226	2.195
5.631	3.841	2.71
3.365	3.538	2.793
4.978	3.147	2.696
0.687	3.701	2.398
0.12	3.943	1.912
8	3.569	1.83
1.596	3.802	1.962
12.463	3.393	2.792
1.459	3.794	3.378
5.373	3.828	3.461
4.017	3.661	3.173
1.596	3.593	2.756
2.249	3.888	2.26
1.923	3.329	1.852
0.154	4.196	1.54
5.236	3.722	1.453
6.317	3.035	1.919
19.57	3.767	4.217
8.755	2.814	7.105
6.678	2.67	8.538
20.995	2.342	11.291
9.116	2.756	14.292
8.566	2.714	15.644
1.596	3.256	13.855
5.202	3.753	11.349
9.098	3.293	10.484
2.317	3.304	9.409
6.472	3.713	8.948
6.781	2.863	9.21
4.395	4.405	8.734
0.515	4.218	7.689
5.27	3.51	6.992
0.189	4.326	6.107
2.729	3.59	5.201
4.429	3.59	4.819
0.532	3.617	4.434
0.378	3.486	3.895
3.056	3.349	3.343
1.27	3.693	3.025
2.867	3.083	2.793
16.48	2.937	6.279
3.073	3.16	8.527
6.935	3.355	9.716
5.699	2.284	9.978
3.862	2.209	9.581
2.627	2.863	8.345
7.553	3.846	8.382
0.395	3.785	7.733
1.013	3.124	6.664
2.901	3.251	5.543
0.584	3.805	4.729
0.532	3.761	4.055
0.069	4.557	3.47
3.142	3.987	3.032
1.408	3.962	2.855
0.137	3.723	2.687
1.991	3.303	2.433
0.515	3.498	2.252
0.532	3.8	2.068
0.91	3.296	1.884
1.202	2.671	1.757
1.064	3.63	1.687
0.532	3.059	1.619
0.858	3.289	1.521
0.481	3.073	1.429
0.687	3.061	1.34
0.652	2.835	1.268
3.107	2.75	1.343
0.446	2.845	1.446
0.549	3.465	1.409
3.691	2.988	1.473
0.172	2.836	1.543
1.631	2.137	1.472
1.288	3.122	1.372
15.313	2.434	3.585
9.51	2.191	6.745
0.206	2.811	7.808
2.489	2.328	6.931
0	2.843	5.376
0.258	2.806	4.01
0.91	2.791	3.054
0.017	3.051	2.472
0.618	2.805	2.078
0.12	2.701	1.808
1.614	2.665	1.616
0.412	2.722	1.528
0.378	2.648	1.423
6.283	2.826	1.921
0	2.86	2.223
0	3.237	2.124
0.944	2.997	1.774
1.562	2.361	1.51
0.258	2.523	1.378
5.064	3.151	1.603
2.472	2.943	1.807
0.498	2.614	1.853
3.966	2.205	1.95
0.549	2.046	1.899
0	2.446	1.69
0	2.549	1.372
0.944	2.75	1.108
0.258	2.546	0.977
1.133	2.264	0.9
3.262	1.678	1.131
1.494	1.637	1.294
10.884	1.963	2.685
5.425	2.184	4.148
0.875	2.041	4.454
2.197	2.249	3.862
2.146	1.401	3.218
0.772	1.977	2.636
0.532	1.819	2.145
0.017	2.04	1.735
0.137	2.155	1.404
0.223	1.752	1.166
0.258	2.205	1.01
0.223	1.765	0.905
2.369	1.716	0.959
0.446	1.918	1.032
0.412	1.744	1.01
1.013	1.987	0.917
0	1.595	0.84
0.412	2.173	0.743
2.832	1.611	0.863
0	1.397	0.966
0	2.027	0.917
1.013	1.432	0.779
0	2.157	0.698
0	2.193	0.614
0	1.896	0.523
0.154	1.693	0.454
0.052	1.867	0.415
4.995	2.237	0.794
12.394	1.586	2.662
1.185	1.814	3.904
0.154	1.434	3.87
0	1.613	3
0	1.4	2.124
0.326	1.415	1.525
1.802	1.637	1.244
0.086	1.468	1.14
0.652	1.519	1.026
0.052	1.637	0.904
0	1.439	0.774
0	1.153	0.654
0.446	1.223	0.568
1.562	1.302	0.591
0.069	1.844	0.646
0	1.389	0.617
0.052	1.588	0.528
0.206	1.467	0.448
1.133	1.312	0.418
0.481	1.62	0.455
0	1.603	0.465
1.682	1.963	0.439
1.081	1.495	0.49
2.901	1.347	0.748
0.052	1.388	0.873
0	1.534	0.797
0	1.29	0.616
0	1.522	0.459
0	1.335	0.358
0.446	1.324	0.306
0.017	1.185	0.297
0.069	1.833	0.281
0.498	1.621	0.263
7.845	1.126	1.095
6.523	1.239	2.473
0.326	1.041	3.048
1.494	1.062	2.829
0.017	1.289	2.222
0.738	1.307	1.647
0.515	1.104	1.257
0.292	0.955	1.014
0.36	1.25	0.843
0	0.911	0.716
0.017	1.116	0.602
0	1.575	0.507
0	1.2	0.435
0	1.214	0.382
0	1.417	0.342
0.172	1.522	0.314
1.425	1.26	0.347
0	1.312	0.415
0	1.562	0.408
1.888	1.248	0.447
0.258	1.239	0.507
0	1.503	0.497
0	1.298	0.412
0	1.616	0.323
0.017	1.837	0.261
0	1.42	0.223
0	1.676	0.199
0.103	1.72	0.184
0	1.54	0.177
0	1.166	0.168
0.086	1.68	0.158
0.086	1.791	0.153
0.103	1.282	0.152
0.017	1.387	0.15
0	1.846	0.141
0	1.248	0.129
0.12	1.596	0.119
0	1.519	0.118
1.253	1.591	0.133
1.356	1.505	0.222
1.682	1.323	0.379
0.429	1.134	0.467
0.034	1.448	0.434
0.069	1.335	0.325
0.652	1.121	0.236
4.034	1.449	0.51
0	1.763	0.743
0.034	1.541	0.733
0	1.644	0.557
0	1.638	0.386
0	1.424	0.272
0.584	1.392	0.215
1.391	1.587	0.234
0.086	1.787	0.302
0.258	1.225	0.298
0.807	1.621	0.26
1.888	1.368	0.332
0.052	1.514	0.41
1.356	1.572	0.402
6.832	1.056	1.006
2.712	1.393	1.659
0.841	1.537	1.804
0.034	1.313	1.52
0.292	1.815	1.101
0.017	1.759	0.772
0.12	1.859	0.556
0.532	1.749	0.432
1.339	2.118	0.4
2.369	1.381	0.558
0.206	2.057	0.67
0.858	1.587	0.636
2.317	1.409	0.663
3.382	1.742	0.899
5.287	1.218	1.502
0.086	2.258	1.752
0.292	1.545	1.555
0.154	1.64	1.16
0.704	1.967	0.835
3.742	1.73	0.891
0.069	2.032	0.995
0	1.969	0.922
0.034	1.753	0.716
0.052	1.925	0.53
0	1.856	0.407
0.275	1.997	0.333
0.498	2.116	0.306
0.858	1.556	0.318
4.961	1.571	0.71
1.974	1.626	1.109
0.704	2.07	1.216
3.742	1.92	1.276
1.133	1.879	1.256
1.408	2.967	1.147
0	2.247	0.969
0	2.352	0.738
0.841	2.594	0.542
0	2.314	0.45
0	2.608	0.375
0	2.58	0.302
0.481	3.149	0.253
1.7	2.119	0.272
0	2.495	0.355
1.013	3.397	0.364
0.635	2.141	0.362
0.223	2.193	0.349
9.751	2.092	1.069
2.197	2.281	1.816
1.459	2.282	1.991
0.498	2.548	1.678
0.034	2.66	1.234
0.395	2.621	0.858
0.429	3.637	0.625
0.412	2.928	0.505
0.069	2.532	0.434
6.352	2.275	0.782
0.137	2.942	1.132
3.725	2.639	1.308
0.154	2.704	1.275
0	2.959	1.059
0.086	3.448	0.77
0	3.555	0.545
0.343	3.395	0.408
4.807	2.74	0.577
3.279	2.945	0.938
1.734	1.898	1.166
1.476	2.775	1.142
0.772	2.906	0.983
0.378	2.214	0.783
2.386	3.479	0.626
0	3.979	0.604
1.27	3.36	0.538
3.605	3.771	0.543
9.768	2.599	1.343
10.248	2.771	2.842
0.79	3.783	3.567
0.927	3.76	3.201
0.36	4.203	2.355
3.45	3.143	1.708
2.266	2.345	1.451
4.24	2.868	1.505
5.871	2.574	1.903
0.172	3.312	2.052
0.052	2.919	1.772
1.064	3.4	1.315
1.202	2.893	1.008
0.481	3.318	0.853
5.476	3.765	0.943
1.511	2.915	1.158
1.923	3.425	1.215
2.627	3.199	1.138
4.086	3.019	1.2
1.116	3.367	1.254
3.622	2.943	1.244
4.79	3.443	1.372
2.06	3.265	1.475
2.541	3.517	1.412
0.755	3.353	1.247
4.721	3.732	1.15
3.159	3.125	1.227
0.017	3.212	1.246
0.927	3.813	1.024
2.455	3.004	0.807
0.172	3.844	0.738
0.481	3.945	0.63
0.944	3.946	0.511
0.618	4.115	0.452
2.609	4.018	0.449
1.7	3.399	0.556
2.678	4.382	0.658
0.24	3.971	0.72
3.983	4.363	0.68
10.866	3.439	1.388
3.433	3.308	2.172
0.137	4.024	2.282
5.133	3.206	2.003
1.202	3.553	1.731
4.601	2.92	1.631
2.232	3.63	1.557
5.837	3.827	1.658
0.652	3.565	1.695
0	3.941	1.459
2.043	4.661	1.085
10.643	3.985	1.46
4.875	4.485	2.16
2.197	4.581	2.412
4.584	3.619	2.259
2.489	3.419	1.992
0.91	4.569	1.692
24.239	3.888	3.212
29.304	2.533	10.093
7.45	2.537	17.159
2.644	3.552	17.616
4.652	3.804	14.009
5.682	3.826	10.535
5.047	3.102	8.471
1.322	4.073	6.861
3.468	2.806	5.73
2.215	4.313	4.779
3.279	4.315	4.063
2.249	3.968	3.557
6.558	3.702	3.892
11.69	3.641	5.982
2.163	3.253	6.899
6.798	3.063	7.594
5.27	3.371	7.651
8.171	3.612	8.408
5.699	3.1	9.075
1.734	3.25	8.439
2.781	3.21	7.156
0.034	3.893	5.853
5.098	3.317	5.399
1.013	3.801	4.888
0.824	3.797	4.307
3.107	3.947	3.716
4.652	3.594	3.752
1.116	4.032	3.655
0.137	4.827	3.307
8.892	3.294	4.422
1.202	3.615	4.827
3.09	3.649	4.598
0.549	4.272	4.026
8.978	3.264	4.966
1.476	2.899	5.236
5.923	3.415	5.671
2.867	3.45	5.353
4.36	3.722	5.044
2.747	3.509	4.537
5.425	3.374	4.663
3.794	4.024	4.489
4.704	4.263	4.393
0.034	4.098	4.037
0.498	3.829	3.415
3.571	3.575	2.899
3.691	2.903	2.922
1.82	3.132	2.884
0.052	3.787	2.664
0.961	4.033	2.282
0.292	3.226	1.949
1.511	3.885	1.709
3.33	3.513	1.645
1.236	3.09	1.714
3.193	3.711	1.714
10.3	3.531	3.268
5.459	3.694	4.616
2.798	3.663	4.854
0.841	3.707	4.288
0.326	3.368	3.425
3.519	2.995	2.851
7.794	3.155	3.63
0.326	3.272	3.944
10.386	3.412	5.304
0.893	3.52	5.643
5.202	3.3	5.672
1.425	3.711	5.042
8.961	2.787	5.763
5.785	3.589	6.493
1.099	3.328	6.296
1.528	2.923	5.392
0.395	3.248	4.358
0.841	2.886	3.494
0.584	2.982	2.88
1.459	2.501	2.468
4.103	2.158	2.694
5.699	3.385	3.371
3.21	3.426	3.638
4.961	3.384	3.943
4.223	3.063	4.129
0.652	3.215	3.865
0.12	3.874	3.283
0.498	3.016	2.639
0.669	3.132	2.156
0.052	2.902	1.841
0.584	3.071	1.608
4.446	2.621	1.871
4.755	2.405	2.585
4.257	2.656	3.261
1.528	2.287	3.324
1.614	2.951	2.983
3.416	2.717	2.737
5.03	2.781	3.03
0.275	2.925	3.031
0.154	2.737	2.674
3.382	2.517	2.409
2.094	2.455	2.231
2.97	2.379	2.267
0.481	2.808	2.171
0.738	2.367	1.915
0.669	2.332	1.627
1.596	2.365	1.416
3.931	2.496	1.64
0.137	2.255	1.759
0.721	2.148	1.635
0.309	2.292	1.401
0.017	2.267	1.179
0.446	2.144	0.998
2.936	2.598	1.011
0.704	2.254	1.111
7.742	2.363	2.093
4.549	2.354	3.094
3.296	2.639	3.535
1.373	2.119	3.295
0.017	2.525	2.735
0	2.159	2.11
0	1.925	1.609
0.189	2.371	1.275
0	2.933	1.071
1.236	2.082	0.951
0.017	3.109	0.92
1.425	2.487	0.877
0.807	2.422	0.875
0.017	2.307	0.853
0.103	1.91	0.759
0.652	1.952	0.662
0.755	1.865	0.625
2.644	2.519	0.698
0.464	2.134	0.815
2.18	1.755	0.91
0	1.999	0.916
0	2.511	0.802
0	2.2	0.638
1.356	2.106	0.53
0.154	1.752	0.532
0.034	1.509	0.51
0.807	2.123	0.458
0.206	1.709	0.444
0.807	1.637	0.431
3.622	1.466	0.752
2.163	1.534	1.099
0.481	2.08	1.205
0.515	2.043	1.071
0	1.614	0.858
0	1.49	0.656
0	1.765	0.506
0.052	2.191	0.409
0	1.474	0.352
0.034	1.442	0.313
0.841	1.575	0.299
0.927	1.261	0.342
3.88	1.265	0.746
0.189	1.409	0.988
0.017	1.882	0.957
0.652	1.54	0.763
0	1.914	0.605
0.412	1.555	0.486
1.511	1.757	0.436
0.464	1.315	0.471
0.052	1.524	0.464
1.494	1.256	0.449
0.034	1.385	0.456
0.034	1.273	0.412
0	1.036	0.331
0	1.394	0.259
0.275	1.442	0.215
0.618	1.561	0.212
0.069	1.098	0.236
0.052	1.398	0.229
3.004	1.126	0.441
0.601	0.852	0.617
1.82	1.481	0.727
0.652	1.002	0.73
0	1.101	0.646
0	1.25	0.496
0	1.727	0.357
0.069	1.125	0.265
0.154	1.523	0.216
0.034	1.519	0.194
0	1.194	0.175
0	1.618	0.155
0.549	1.181	0.146
0.103	1.004	0.167
0.601	1.67	0.18
0	1.219	0.194
0.086	1.097	0.179
0.206	1.351	0.152
0.034	1.24	0.137
0.034	1.195	0.122
0.292	0.976	0.11
0.052	1.081	0.114
0.24	1.23	0.113
0	1.29	0.113
0	1.183	0.101
0.103	1.728	0.086
0.137	1.094	0.081
0.772	1.663	0.094
0.223	1.474	0.138
0.103	0.965	0.153
0.687	1.238	0.144
2.901	0.808	0.388
3.966	1.11	0.912
3.966	1.004	1.556
0.223	1.22	1.729
0.343	1.389	1.484
0.154	1.538	1.099
0.652	1.439	0.79
2.729	0.89	0.834
0.584	1.142	0.891
0.069	1.37	0.839
0.326	0.973	0.678
0.086	1.52	0.528
0	0.977	0.413
0	1.81	0.325
0	1.849	0.263
0	1.697	0.221
0.154	1.249	0.194
0.738	1.073	0.194
1.236	1.126	0.26
0.052	1.471	0.328
0.154	1.269	0.313
0.258	1.355	0.257
0.034	1.486	0.213
0.086	1.267	0.176
0.755	0.892	0.159
0.172	1.406	0.184
0	2.183	0.186
0	1.143	0.156
0	1.231	0.121
0	1.471	0.097
0.24	1.576	0.086
0.189	1.802	0.095
0	1.417	0.104
0	1.987	0.096
0.017	1.944	0.081
0	1.785	0.07
0	1.653	0.062
1.167	2.124	0.075
0.017	1.637	0.141
0.052	1.237	0.156
0.223	1.672	0.129
0	2.3	0.107
0.052	1.489	0.086
0.601	1.747	0.078
3.656	1.713	0.317
1.356	2.107	0.568
0.258	1.705	0.663
0.755	2.196	0.564
0.584	2.002	0.444
0	2.273	0.352
0.206	1.502	0.259
5.425	1.609	0.574
3.313	1.703	1.106
0.12	2.05	1.324
0.498	2.167	1.144
0	1.973	0.839
0	2.216	0.576
0	2.32	0.396
0	2.166	0.286
0	1.586	0.223
0.395	2.026	0.19
0	2.684	0.187
0.755	2.209	0.185
0	2.169	0.205
0.446	2.388	0.199
0	2.373	0.188
0.206	2.451	0.163
0.103	2.412	0.143
0.996	3.031	0.141
2.764	2.074	0.28
0	2.524	0.441
0.069	2.347	0.433
3.056	1.649	0.468
1.7	1.688	0.594
0	2.615	0.652
0.755	2.685	0.548
1.648	2.008	0.449
1.236	2.248	0.449
0.12	2.409	0.451
0	2.339	0.368
0	2.663	0.253
0.292	2.212	0.168
0	2.486	0.133
0.292	2.104	0.114
1.682	2.82	0.136
3.399	2.996	0.316
0.567	3.132	0.533
0.017	2.866	0.548
0	3.643	0.402
0.052	2.53	0.248
5.562	2.925	0.408
1.116	2.832	0.715
1.322	3.131	0.831
0.086	2.758	0.736
0.532	2.974	0.544
0.687	2.837	0.395
0.669	2.908	0.325
2.026	2.784	0.32
0.258	3.648	0.383
4.79	3.267	0.532
4.189	3.214	0.872
3.468	4.06	1.139
0.034	3.688	1.19
0.052	3.581	0.931
0	3.631	0.595
0	3.646	0.351
3.708	3.057	0.315
0.292	3.247	0.469
6.283	2.86	0.791
2.403	3.407	1.097
0.137	3.903	1.175
1.459	3.098	0.949
2.901	2.936	0.77
2.06	3.009	0.761
0.772	3.027	0.76
19.707	3.119	1.959
8.978	3.373	4.114
0	3.721	4.9
0.635	3.481	4.063
0.567	3.932	2.803
0.858	3.259	1.863
0.446	4.936	1.317
0.103	3.659	0.996
0.017	3.411	0.773
3.639	3.09	0.713
4.841	3.745	0.982
0.36	3.954	1.242
2.747	3.633	1.2
4.309	3.375	1.212
0	4.178	1.243
0.206	3.718	1.051
2.712	3.805	0.804
14.368	3.982	1.629
4.635	4.113	2.77
1.785	3.812	3.067
1.906	3.51	2.579
1.459	3.569	1.949
0.893	3.205	1.458
0.378	4.029	1.103
1.494	3.397	0.855
0.996	3.419	0.747
12.12	3.851	1.387
7.262	2.909	2.615
1.7	2.836	3.142
0.034	3.796	2.775
0.017	4.365	2.006
1.15	3.514	1.358
2.815	3.092	1.044
27.175	3.513	3.139
5.888	2.855	6.677
0.103	3.849	7.427
0.36	4.213	5.931
0.429	3.859	4.091
1.047	3.526	2.789
0.841	3.649	2.057
1.27	3.113	1.662
0.704	3.555	1.44
0.086	3.798	1.257
1.854	3.795	1.089
5.923	4.084	1.329
1.356	4.026	1.611
1.322	3.997	1.62
14.952	3.443	2.868
1.288	3.575	3.873
3.742	4.301	3.883
0.24	4.472	3.238
0.961	4.821	2.441
6.592	3.237	2.275
24.909	3.176	5.28
0.498	4.114	8.385
0.052	3.829	8.383
0.326	4.094	6.372
4.721	3.708	4.708
0.893	3.834	3.704
1.579	4.524	3.028
3.794	3.868	2.594
2.747	4.379	2.397
1.167	4.066	2.239
3.262	4.729	2.009
5.013	3.51	2.174
1.442	3.718	2.244
0.669	3.821	2.066
2.283	3.482	1.744
10.231	3.105	2.708
3.399	3.575	3.436
3.88	3.002	3.696
1.991	3.612	3.341
2.335	4.036	2.806
0.841	3.948	2.324
4.36	3.853	2.065
2.747	3.406	1.977
3.914	3.687	2.012
7.536	2.264	2.862
24.016	2.372	7.2
3.656	3.558	11.258
0.275	3.011	11.3
7.862	3.717	10.034
5.116	3.199	8.926
3.45	3.524	7.699
4.961	3.225	7.078
5.098	4.024	6.665
2.815	4.247	5.978
0.154	4.037	5.14
7.742	3.944	5.516
3.88	3.825	5.561
4.034	3.367	5.538
1.82	3.965	5.02
0.395	3.849	4.292
0.017	3.661	3.518
12.497	2.757	5.763
3.296	3.949	6.95
0.498	3.946	6.818
1.494	3.917	5.692
1.888	3.41	4.556
7.656	3.685	5
4.069	3.516	5.344
0.841	2.827	5.117
3.777	3.738	4.547
0.687	3.701	3.955
4.961	2.886	4.038
5.545	3.117	4.663
3.159	3.75	4.717
2.97	3.874	4.394
0.069	3.601	3.859
14.575	3.278	6.485
1.991	3.459	7.869
3.588	2.8	7.96
5.665	3.123	7.709
1.339	3.181	6.79
2.953	2.689	5.874
0.687	3.207	4.961
9.098	2.838	6.157
5.682	2.212	7.703
2.369	2.735	7.809
1.185	2.975	6.92
1.734	3.112	5.716
1.408	3.395	4.713
2.335	3.262	4
5.047	2.588	4.392
0	3.178	4.331
6.987	3.291	5.158
0.567	2.807	5.183
0	2.588	4.673
4.601	2.009	4.748
3.09	2.876	4.644
0.893	2.889	4.332
1.013	2.243	3.809
1.974	3.047	3.285
6.231	2.535	4.078
4.378	3.324	4.739
0.464	3.257	4.696
0	2.922	4.099
2.901	2.928	3.445
